0.000000000000000000e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+02
1.010101010101010083e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.020202020202020332e+00,4.054897401689891434e-01,3.297255129915506018e+02
2.020202020202020166e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.040404040404040664e+00,6.429350288268510516e-01,3.178532485586574694e+02
3.030303030303030387e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.060606060606061218e+00,7.834324490569327670e-01,3.108283775471533090e+02
4.040404040404040331e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.080808080808080884e+00,8.674020274796369057e-01,3.066298986260182460e+02
5.050505050505050830e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.101010101010100994e+00,9.180731619457800363e-01,3.040963419027111172e+02
6.060606060606060774e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.121212121212121549e+00,9.489356430201086878e-01,3.025532178489945636e+02
7.070707070707070718e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.141414141414141659e+00,9.679021437122998783e-01,3.016048928143850389e+02
8.080808080808080662e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.161616161616161769e+00,9.796590121853337996e-01,3.010170493907333480e+02
9.090909090909090606e-01,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.181818181818181879e+00,9.870077654734699113e-01,3.006496117263264978e+02
1.010101010101010166e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.202020202020202655e+00,9.916382666064397222e-01,3.004180866696780754e+02
1.111111111111111160e+00,5.200000000000000178e+00,5.000000000000000000e+00,3.000000000000000000e+02,1.000000000000000000e+00,1.222222222222223209e+00,9.945787489658967084e-01,3.002710625517051426e+02
